"treatment"	"h"	"p"	"repl"	"complianceRate"	"observedCompliance"
"6012"	2	0	0.9	12	0.656	0.616181229773463
"6013"	2	0	0.9	13	0.63	0.616181229773463
"6014"	2	0	0.9	14	0.662	0.616181229773463
"6015"	2	0	0.9	15	0.644	0.616181229773463
"6016"	2	0	0.9	16	0.694	0.616181229773463
"6017"	2	0	0.9	17	0.688	0.616181229773463
"6018"	2	0	0.9	18	0.662	0.616181229773463
"6019"	2	0	0.9	19	0.686	0.616181229773463
"6020"	2	0	0.9	20	0.662	0.616181229773463
"6021"	2	0	0.9	21	0.62	0.616181229773463
"6022"	2	0	0.9	22	0.648	0.616181229773463
"6023"	2	0	0.9	23	0.64	0.616181229773463
"6024"	2	0	0.9	24	0.67	0.616181229773463
"6025"	2	0	0.9	25	0.628	0.616181229773463
"6026"	2	0	0.9	26	0.646	0.616181229773463
"6027"	2	0	0.9	27	0.67	0.616181229773463
"6028"	2	0	0.9	28	0.646	0.616181229773463
"6029"	2	0	0.9	29	0.622	0.616181229773463
"6030"	2	0	0.9	30	0.662	0.616181229773463
"6031"	2	0	0.9	31	0.626	0.616181229773463
"6032"	2	0	0.9	32	0.66	0.616181229773463
"6033"	2	0	0.9	33	0.64	0.616181229773463
"6034"	2	0	0.9	34	0.65	0.616181229773463
"6035"	2	0	0.9	35	0.666	0.616181229773463
"6036"	2	0	0.9	36	0.652	0.616181229773463
"6037"	2	0	0.9	37	0.64	0.616181229773463
"6038"	2	0	0.9	38	0.674	0.616181229773463
"6039"	2	0	0.9	39	0.666	0.616181229773463
"6040"	2	0	0.9	40	0.666	0.616181229773463
"6041"	2	0	0.9	41	0.66	0.616181229773463
"6042"	2	0	0.9	42	0.672	0.616181229773463
"6043"	2	0	0.9	43	0.67	0.616181229773463
"6044"	2	0	0.9	44	0.682	0.616181229773463
"6045"	2	0	0.9	45	0.654	0.616181229773463
"6046"	2	0	0.9	46	0.646	0.616181229773463
"6047"	2	0	0.9	47	0.626	0.616181229773463
"6048"	2	0	0.9	48	0.642	0.616181229773463
"6049"	2	0	0.9	49	0.678	0.616181229773463
"6050"	2	0	0.9	50	0.658	0.616181229773463
"6051"	2	0	0.9	51	0.622	0.616181229773463
"6052"	2	0	0.9	52	0.632	0.616181229773463
"6053"	2	0	0.9	53	0.654	0.616181229773463
"6054"	2	0	0.9	54	0.604	0.616181229773463
"6055"	2	0	0.9	55	0.672	0.616181229773463
"6056"	2	0	0.9	56	0.634	0.616181229773463
"6057"	2	0	0.9	57	0.634	0.616181229773463
"6058"	2	0	0.9	58	0.636	0.616181229773463
"6059"	2	0	0.9	59	0.65	0.616181229773463
"6060"	2	0	0.9	60	0.646	0.616181229773463
"6061"	2	0	0.9	61	0.666	0.616181229773463
"6062"	2	0	0.9	62	0.668	0.616181229773463
"6063"	2	0	0.9	63	0.674	0.616181229773463
"6064"	2	0	0.9	64	0.642	0.616181229773463
"6065"	2	0	0.9	65	0.668	0.616181229773463
"6066"	2	0	0.9	66	0.652	0.616181229773463
"6067"	2	0	0.9	67	0.68	0.616181229773463
"6068"	2	0	0.9	68	0.656	0.616181229773463
"6069"	2	0	0.9	69	0.646	0.616181229773463
"6070"	2	0	0.9	70	0.682	0.616181229773463
"6071"	2	0	0.9	71	0.646	0.616181229773463
"6072"	2	0	0.9	72	0.652	0.616181229773463
"6073"	2	0	0.9	73	0.668	0.616181229773463
"6074"	2	0	0.9	74	0.688	0.616181229773463
"6075"	2	0	0.9	75	0.654	0.616181229773463
"6076"	2	0	0.9	76	0.7	0.616181229773463
"6077"	2	0	0.9	77	0.634	0.616181229773463
"6078"	2	0	0.9	78	0.64	0.616181229773463
"6079"	2	0	0.9	79	0.652	0.616181229773463
"6080"	2	0	0.9	80	0.658	0.616181229773463
"6081"	2	0	0.9	81	0.65	0.616181229773463
"6082"	2	0	0.9	82	0.672	0.616181229773463
"6083"	2	0	0.9	83	0.66	0.616181229773463
"6084"	2	0	0.9	84	0.646	0.616181229773463
"6085"	2	0	0.9	85	0.652	0.616181229773463
"6086"	2	0	0.9	86	0.644	0.616181229773463
"6087"	2	0	0.9	87	0.662	0.616181229773463
"6088"	2	0	0.9	88	0.69	0.616181229773463
"6089"	2	0	0.9	89	0.638	0.616181229773463
"6090"	2	0	0.9	90	0.642	0.616181229773463
"6091"	2	0	0.9	91	0.632	0.616181229773463
"6092"	2	0	0.9	92	0.612	0.616181229773463
"6093"	2	0	0.9	93	0.644	0.616181229773463
"6094"	2	0	0.9	94	0.664	0.616181229773463
"6095"	2	0	0.9	95	0.664	0.616181229773463
"6096"	2	0	0.9	96	0.668	0.616181229773463
"6097"	2	0	0.9	97	0.67	0.616181229773463
"6098"	2	0	0.9	98	0.68	0.616181229773463
"6099"	2	0	0.9	99	0.656	0.616181229773463
"6100"	2	0	0.9	100	0.668	0.616181229773463
"6101"	2	0	0.95	1	0.66	0.616181229773463
"6102"	2	0	0.95	2	0.672	0.616181229773463
"6103"	2	0	0.95	3	0.624	0.616181229773463
"6104"	2	0	0.95	4	0.704	0.616181229773463
"6105"	2	0	0.95	5	0.652	0.616181229773463
"6106"	2	0	0.95	6	0.632	0.616181229773463
"6107"	2	0	0.95	7	0.67	0.616181229773463
"6108"	2	0	0.95	8	0.63	0.616181229773463
"6109"	2	0	0.95	9	0.656	0.616181229773463
"6110"	2	0	0.95	10	0.65	0.616181229773463
"6111"	2	0	0.95	11	0.664	0.616181229773463
"6112"	2	0	0.95	12	0.68	0.616181229773463
"6113"	2	0	0.95	13	0.63	0.616181229773463
"6114"	2	0	0.95	14	0.646	0.616181229773463
"6115"	2	0	0.95	15	0.58	0.616181229773463
"6116"	2	0	0.95	16	0.668	0.616181229773463
"6117"	2	0	0.95	17	0.628	0.616181229773463
"6118"	2	0	0.95	18	0.642	0.616181229773463
"6119"	2	0	0.95	19	0.656	0.616181229773463
"6120"	2	0	0.95	20	0.66	0.616181229773463
"6121"	2	0	0.95	21	0.64	0.616181229773463
"6122"	2	0	0.95	22	0.666	0.616181229773463
"6123"	2	0	0.95	23	0.62	0.616181229773463
"6124"	2	0	0.95	24	0.668	0.616181229773463
"6125"	2	0	0.95	25	0.65	0.616181229773463
"6126"	2	0	0.95	26	0.628	0.616181229773463
"6127"	2	0	0.95	27	0.624	0.616181229773463
"6128"	2	0	0.95	28	0.666	0.616181229773463
"6129"	2	0	0.95	29	0.632	0.616181229773463
"6130"	2	0	0.95	30	0.646	0.616181229773463
"6131"	2	0	0.95	31	0.64	0.616181229773463
"6132"	2	0	0.95	32	0.636	0.616181229773463
"6133"	2	0	0.95	33	0.654	0.616181229773463
"6134"	2	0	0.95	34	0.636	0.616181229773463
"6135"	2	0	0.95	35	0.626	0.616181229773463
"6136"	2	0	0.95	36	0.638	0.616181229773463
"6137"	2	0	0.95	37	0.678	0.616181229773463
"6138"	2	0	0.95	38	0.61	0.616181229773463
"6139"	2	0	0.95	39	0.666	0.616181229773463
"6140"	2	0	0.95	40	0.686	0.616181229773463
"6141"	2	0	0.95	41	0.64	0.616181229773463
"6142"	2	0	0.95	42	0.662	0.616181229773463
"6143"	2	0	0.95	43	0.632	0.616181229773463
"6144"	2	0	0.95	44	0.676	0.616181229773463
"6145"	2	0	0.95	45	0.628	0.616181229773463
"6146"	2	0	0.95	46	0.61	0.616181229773463
"6147"	2	0	0.95	47	0.674	0.616181229773463
"6148"	2	0	0.95	48	0.648	0.616181229773463
"6149"	2	0	0.95	49	0.62	0.616181229773463
"6150"	2	0	0.95	50	0.662	0.616181229773463
"6151"	2	0	0.95	51	0.662	0.616181229773463
"6152"	2	0	0.95	52	0.676	0.616181229773463
"6153"	2	0	0.95	53	0.606	0.616181229773463
"6154"	2	0	0.95	54	0.662	0.616181229773463
"6155"	2	0	0.95	55	0.67	0.616181229773463
"6156"	2	0	0.95	56	0.622	0.616181229773463
"6157"	2	0	0.95	57	0.622	0.616181229773463
"6158"	2	0	0.95	58	0.676	0.616181229773463
"6159"	2	0	0.95	59	0.626	0.616181229773463
"6160"	2	0	0.95	60	0.644	0.616181229773463
"6161"	2	0	0.95	61	0.636	0.616181229773463
"6162"	2	0	0.95	62	0.606	0.616181229773463
"6163"	2	0	0.95	63	0.64	0.616181229773463
"6164"	2	0	0.95	64	0.62	0.616181229773463
"6165"	2	0	0.95	65	0.64	0.616181229773463
"6166"	2	0	0.95	66	0.606	0.616181229773463
"6167"	2	0	0.95	67	0.634	0.616181229773463
"6168"	2	0	0.95	68	0.666	0.616181229773463
"6169"	2	0	0.95	69	0.634	0.616181229773463
"6170"	2	0	0.95	70	0.634	0.616181229773463
"6171"	2	0	0.95	71	0.65	0.616181229773463
"6172"	2	0	0.95	72	0.622	0.616181229773463
"6173"	2	0	0.95	73	0.644	0.616181229773463
"6174"	2	0	0.95	74	0.652	0.616181229773463
"6175"	2	0	0.95	75	0.64	0.616181229773463
"6176"	2	0	0.95	76	0.61	0.616181229773463
"6177"	2	0	0.95	77	0.634	0.616181229773463
"6178"	2	0	0.95	78	0.664	0.616181229773463
"6179"	2	0	0.95	79	0.662	0.616181229773463
"6180"	2	0	0.95	80	0.672	0.616181229773463
"6181"	2	0	0.95	81	0.676	0.616181229773463
"6182"	2	0	0.95	82	0.658	0.616181229773463
"6183"	2	0	0.95	83	0.652	0.616181229773463
"6184"	2	0	0.95	84	0.624	0.616181229773463
"6185"	2	0	0.95	85	0.668	0.616181229773463
"6186"	2	0	0.95	86	0.636	0.616181229773463
"6187"	2	0	0.95	87	0.64	0.616181229773463
"6188"	2	0	0.95	88	0.628	0.616181229773463
"6189"	2	0	0.95	89	0.644	0.616181229773463
"6190"	2	0	0.95	90	0.65	0.616181229773463
"6191"	2	0	0.95	91	0.728	0.616181229773463
"6192"	2	0	0.95	92	0.636	0.616181229773463
"6193"	2	0	0.95	93	0.638	0.616181229773463
"6194"	2	0	0.95	94	0.674	0.616181229773463
"6195"	2	0	0.95	95	0.652	0.616181229773463
"6196"	2	0	0.95	96	0.658	0.616181229773463
"6197"	2	0	0.95	97	0.66	0.616181229773463
"6198"	2	0	0.95	98	0.632	0.616181229773463
"6199"	2	0	0.95	99	0.662	0.616181229773463
"6200"	2	0	0.95	100	0.664	0.616181229773463
"6201"	2	0	1	1	0.68	0.616181229773463
"6202"	2	0	1	2	0.63	0.616181229773463
"6203"	2	0	1	3	0.618	0.616181229773463
"6204"	2	0	1	4	0.646	0.616181229773463
"6205"	2	0	1	5	0.646	0.616181229773463
"6206"	2	0	1	6	0.676	0.616181229773463
"6207"	2	0	1	7	0.65	0.616181229773463
"6208"	2	0	1	8	0.65	0.616181229773463
"6209"	2	0	1	9	0.674	0.616181229773463
"6210"	2	0	1	10	0.636	0.616181229773463
"6211"	2	0	1	11	0.612	0.616181229773463
"6212"	2	0	1	12	0.658	0.616181229773463
"6213"	2	0	1	13	0.63	0.616181229773463
"6214"	2	0	1	14	0.618	0.616181229773463
"6215"	2	0	1	15	0.648	0.616181229773463
"6216"	2	0	1	16	0.668	0.616181229773463
"6217"	2	0	1	17	0.678	0.616181229773463
"6218"	2	0	1	18	0.67	0.616181229773463
"6219"	2	0	1	19	0.632	0.616181229773463
"6220"	2	0	1	20	0.658	0.616181229773463
"6221"	2	0	1	21	0.658	0.616181229773463
"6222"	2	0	1	22	0.598	0.616181229773463
"6223"	2	0	1	23	0.632	0.616181229773463
"6224"	2	0	1	24	0.626	0.616181229773463
"6225"	2	0	1	25	0.646	0.616181229773463
"6226"	2	0	1	26	0.628	0.616181229773463
"6227"	2	0	1	27	0.652	0.616181229773463
"6228"	2	0	1	28	0.638	0.616181229773463
"6229"	2	0	1	29	0.672	0.616181229773463
"6230"	2	0	1	30	0.63	0.616181229773463
"6231"	2	0	1	31	0.666	0.616181229773463
"6232"	2	0	1	32	0.606	0.616181229773463
"6233"	2	0	1	33	0.648	0.616181229773463
"6234"	2	0	1	34	0.674	0.616181229773463
"6235"	2	0	1	35	0.668	0.616181229773463
"6236"	2	0	1	36	0.636	0.616181229773463
"6237"	2	0	1	37	0.674	0.616181229773463
"6238"	2	0	1	38	0.638	0.616181229773463
"6239"	2	0	1	39	0.658	0.616181229773463
"6240"	2	0	1	40	0.64	0.616181229773463
"6241"	2	0	1	41	0.656	0.616181229773463
"6242"	2	0	1	42	0.64	0.616181229773463
"6243"	2	0	1	43	0.636	0.616181229773463
"6244"	2	0	1	44	0.678	0.616181229773463
"6245"	2	0	1	45	0.674	0.616181229773463
"6246"	2	0	1	46	0.62	0.616181229773463
"6247"	2	0	1	47	0.656	0.616181229773463
"6248"	2	0	1	48	0.646	0.616181229773463
"6249"	2	0	1	49	0.656	0.616181229773463
"6250"	2	0	1	50	0.664	0.616181229773463
"6251"	2	0	1	51	0.648	0.616181229773463
"6252"	2	0	1	52	0.626	0.616181229773463
"6253"	2	0	1	53	0.656	0.616181229773463
"6254"	2	0	1	54	0.604	0.616181229773463
"6255"	2	0	1	55	0.616	0.616181229773463
"6256"	2	0	1	56	0.624	0.616181229773463
"6257"	2	0	1	57	0.644	0.616181229773463
"6258"	2	0	1	58	0.638	0.616181229773463
"6259"	2	0	1	59	0.618	0.616181229773463
"6260"	2	0	1	60	0.606	0.616181229773463
"6261"	2	0	1	61	0.706	0.616181229773463
"6262"	2	0	1	62	0.652	0.616181229773463
"6263"	2	0	1	63	0.624	0.616181229773463
"6264"	2	0	1	64	0.664	0.616181229773463
"6265"	2	0	1	65	0.7	0.616181229773463
"6266"	2	0	1	66	0.652	0.616181229773463
"6267"	2	0	1	67	0.648	0.616181229773463
"6268"	2	0	1	68	0.648	0.616181229773463
"6269"	2	0	1	69	0.632	0.616181229773463
"6270"	2	0	1	70	0.642	0.616181229773463
"6271"	2	0	1	71	0.662	0.616181229773463
"6272"	2	0	1	72	0.638	0.616181229773463
"6273"	2	0	1	73	0.66	0.616181229773463
"6274"	2	0	1	74	0.642	0.616181229773463
"6275"	2	0	1	75	0.62	0.616181229773463
"6276"	2	0	1	76	0.632	0.616181229773463
"6277"	2	0	1	77	0.64	0.616181229773463
"6278"	2	0	1	78	0.622	0.616181229773463
"6279"	2	0	1	79	0.632	0.616181229773463
"6280"	2	0	1	80	0.634	0.616181229773463
"6281"	2	0	1	81	0.646	0.616181229773463
"6282"	2	0	1	82	0.664	0.616181229773463
"6283"	2	0	1	83	0.674	0.616181229773463
"6284"	2	0	1	84	0.64	0.616181229773463
"6285"	2	0	1	85	0.65	0.616181229773463
"6286"	2	0	1	86	0.67	0.616181229773463
"6287"	2	0	1	87	0.662	0.616181229773463
"6288"	2	0	1	88	0.606	0.616181229773463
"6289"	2	0	1	89	0.658	0.616181229773463
"6290"	2	0	1	90	0.644	0.616181229773463
"6291"	2	0	1	91	0.646	0.616181229773463
"6292"	2	0	1	92	0.636	0.616181229773463
"6293"	2	0	1	93	0.658	0.616181229773463
"6294"	2	0	1	94	0.652	0.616181229773463
"6295"	2	0	1	95	0.652	0.616181229773463
"6296"	2	0	1	96	0.668	0.616181229773463
"6297"	2	0	1	97	0.65	0.616181229773463
"6298"	2	0	1	98	0.624	0.616181229773463
"6299"	2	0	1	99	0.614	0.616181229773463
"6300"	2	0	1	100	0.658	0.616181229773463
"6301"	3	0	0	1	0.89	0.777548209366391
"6302"	3	0	0	2	0.89	0.777548209366391
"6303"	3	0	0	3	0.876	0.777548209366391
"6304"	3	0	0	4	0.898	0.777548209366391
"6305"	3	0	0	5	0.868	0.777548209366391
"6306"	3	0	0	6	0.878	0.777548209366391
"6307"	3	0	0	7	0.88	0.777548209366391
"6308"	3	0	0	8	0.868	0.777548209366391
"6309"	3	0	0	9	0.868	0.777548209366391
"6310"	3	0	0	10	0.898	0.777548209366391
"6311"	3	0	0	11	0.876	0.777548209366391
"6312"	3	0	0	12	0.874	0.777548209366391
"6313"	3	0	0	13	0.872	0.777548209366391
"6314"	3	0	0	14	0.852	0.777548209366391
"6315"	3	0	0	15	0.888	0.777548209366391
"6316"	3	0	0	16	0.91	0.777548209366391
"6317"	3	0	0	17	0.88	0.777548209366391
"6318"	3	0	0	18	0.904	0.777548209366391
"6319"	3	0	0	19	0.868	0.777548209366391
"6320"	3	0	0	20	0.874	0.777548209366391
"6321"	3	0	0	21	0.902	0.777548209366391
"6322"	3	0	0	22	0.89	0.777548209366391
"6323"	3	0	0	23	0.888	0.777548209366391
"6324"	3	0	0	24	0.854	0.777548209366391
"6325"	3	0	0	25	0.874	0.777548209366391
"6326"	3	0	0	26	0.868	0.777548209366391
"6327"	3	0	0	27	0.876	0.777548209366391
"6328"	3	0	0	28	0.88	0.777548209366391
"6329"	3	0	0	29	0.884	0.777548209366391
"6330"	3	0	0	30	0.886	0.777548209366391
"6331"	3	0	0	31	0.86	0.777548209366391
"6332"	3	0	0	32	0.846	0.777548209366391
"6333"	3	0	0	33	0.888	0.777548209366391
"6334"	3	0	0	34	0.884	0.777548209366391
"6335"	3	0	0	35	0.864	0.777548209366391
"6336"	3	0	0	36	0.888	0.777548209366391
"6337"	3	0	0	37	0.894	0.777548209366391
"6338"	3	0	0	38	0.892	0.777548209366391
"6339"	3	0	0	39	0.866	0.777548209366391
"6340"	3	0	0	40	0.894	0.777548209366391
"6341"	3	0	0	41	0.88	0.777548209366391
"6342"	3	0	0	42	0.88	0.777548209366391
"6343"	3	0	0	43	0.844	0.777548209366391
"6344"	3	0	0	44	0.87	0.777548209366391
"6345"	3	0	0	45	0.834	0.777548209366391
"6346"	3	0	0	46	0.866	0.777548209366391
"6347"	3	0	0	47	0.874	0.777548209366391
"6348"	3	0	0	48	0.872	0.777548209366391
"6349"	3	0	0	49	0.868	0.777548209366391
"6350"	3	0	0	50	0.872	0.777548209366391
"6351"	3	0	0	51	0.878	0.777548209366391
"6352"	3	0	0	52	0.888	0.777548209366391
"6353"	3	0	0	53	0.876	0.777548209366391
"6354"	3	0	0	54	0.86	0.777548209366391
"6355"	3	0	0	55	0.866	0.777548209366391
"6356"	3	0	0	56	0.866	0.777548209366391
"6357"	3	0	0	57	0.882	0.777548209366391
"6358"	3	0	0	58	0.878	0.777548209366391
"6359"	3	0	0	59	0.872	0.777548209366391
"6360"	3	0	0	60	0.886	0.777548209366391
"6361"	3	0	0	61	0.886	0.777548209366391
"6362"	3	0	0	62	0.902	0.777548209366391
"6363"	3	0	0	63	0.9	0.777548209366391
"6364"	3	0	0	64	0.9	0.777548209366391
"6365"	3	0	0	65	0.888	0.777548209366391
"6366"	3	0	0	66	0.862	0.777548209366391
"6367"	3	0	0	67	0.868	0.777548209366391
"6368"	3	0	0	68	0.878	0.777548209366391
"6369"	3	0	0	69	0.86	0.777548209366391
"6370"	3	0	0	70	0.89	0.777548209366391
"6371"	3	0	0	71	0.882	0.777548209366391
"6372"	3	0	0	72	0.888	0.777548209366391
"6373"	3	0	0	73	0.89	0.777548209366391
"6374"	3	0	0	74	0.876	0.777548209366391
"6375"	3	0	0	75	0.886	0.777548209366391
"6376"	3	0	0	76	0.86	0.777548209366391
"6377"	3	0	0	77	0.874	0.777548209366391
"6378"	3	0	0	78	0.9	0.777548209366391
"6379"	3	0	0	79	0.89	0.777548209366391
"6380"	3	0	0	80	0.882	0.777548209366391
"6381"	3	0	0	81	0.896	0.777548209366391
"6382"	3	0	0	82	0.91	0.777548209366391
"6383"	3	0	0	83	0.888	0.777548209366391
"6384"	3	0	0	84	0.85	0.777548209366391
"6385"	3	0	0	85	0.852	0.777548209366391
"6386"	3	0	0	86	0.892	0.777548209366391
"6387"	3	0	0	87	0.864	0.777548209366391
"6388"	3	0	0	88	0.894	0.777548209366391
"6389"	3	0	0	89	0.874	0.777548209366391
"6390"	3	0	0	90	0.88	0.777548209366391
"6391"	3	0	0	91	0.892	0.777548209366391
"6392"	3	0	0	92	0.9	0.777548209366391
"6393"	3	0	0	93	0.876	0.777548209366391
"6394"	3	0	0	94	0.88	0.777548209366391
"6395"	3	0	0	95	0.834	0.777548209366391
"6396"	3	0	0	96	0.9	0.777548209366391
"6397"	3	0	0	97	0.882	0.777548209366391
"6398"	3	0	0	98	0.882	0.777548209366391
"6399"	3	0	0	99	0.888	0.777548209366391
"6400"	3	0	0	100	0.858	0.777548209366391
"6401"	3	0	0.05	1	0.872	0.777548209366391
"6402"	3	0	0.05	2	0.872	0.777548209366391
"6403"	3	0	0.05	3	0.88	0.777548209366391
"6404"	3	0	0.05	4	0.878	0.777548209366391
"6405"	3	0	0.05	5	0.87	0.777548209366391
"6406"	3	0	0.05	6	0.884	0.777548209366391
"6407"	3	0	0.05	7	0.866	0.777548209366391
"6408"	3	0	0.05	8	0.85	0.777548209366391
"6409"	3	0	0.05	9	0.894	0.777548209366391
"6410"	3	0	0.05	10	0.896	0.777548209366391
"6411"	3	0	0.05	11	0.876	0.777548209366391
"6412"	3	0	0.05	12	0.892	0.777548209366391
"6413"	3	0	0.05	13	0.904	0.777548209366391
"6414"	3	0	0.05	14	0.856	0.777548209366391
"6415"	3	0	0.05	15	0.86	0.777548209366391
"6416"	3	0	0.05	16	0.884	0.777548209366391
"6417"	3	0	0.05	17	0.872	0.777548209366391
"6418"	3	0	0.05	18	0.866	0.777548209366391
"6419"	3	0	0.05	19	0.884	0.777548209366391
"6420"	3	0	0.05	20	0.902	0.777548209366391
"6421"	3	0	0.05	21	0.874	0.777548209366391
"6422"	3	0	0.05	22	0.89	0.777548209366391
"6423"	3	0	0.05	23	0.896	0.777548209366391
"6424"	3	0	0.05	24	0.838	0.777548209366391
"6425"	3	0	0.05	25	0.842	0.777548209366391
"6426"	3	0	0.05	26	0.878	0.777548209366391
"6427"	3	0	0.05	27	0.882	0.777548209366391
"6428"	3	0	0.05	28	0.886	0.777548209366391
"6429"	3	0	0.05	29	0.874	0.777548209366391
"6430"	3	0	0.05	30	0.888	0.777548209366391
"6431"	3	0	0.05	31	0.912	0.777548209366391
"6432"	3	0	0.05	32	0.89	0.777548209366391
"6433"	3	0	0.05	33	0.9	0.777548209366391
"6434"	3	0	0.05	34	0.862	0.777548209366391
"6435"	3	0	0.05	35	0.856	0.777548209366391
"6436"	3	0	0.05	36	0.86	0.777548209366391
"6437"	3	0	0.05	37	0.884	0.777548209366391
"6438"	3	0	0.05	38	0.904	0.777548209366391
"6439"	3	0	0.05	39	0.898	0.777548209366391
"6440"	3	0	0.05	40	0.896	0.777548209366391
"6441"	3	0	0.05	41	0.896	0.777548209366391
"6442"	3	0	0.05	42	0.846	0.777548209366391
"6443"	3	0	0.05	43	0.86	0.777548209366391
"6444"	3	0	0.05	44	0.838	0.777548209366391
"6445"	3	0	0.05	45	0.898	0.777548209366391
"6446"	3	0	0.05	46	0.888	0.777548209366391
"6447"	3	0	0.05	47	0.88	0.777548209366391
"6448"	3	0	0.05	48	0.854	0.777548209366391
"6449"	3	0	0.05	49	0.86	0.777548209366391
"6450"	3	0	0.05	50	0.874	0.777548209366391
"6451"	3	0	0.05	51	0.836	0.777548209366391
"6452"	3	0	0.05	52	0.876	0.777548209366391
"6453"	3	0	0.05	53	0.87	0.777548209366391
"6454"	3	0	0.05	54	0.87	0.777548209366391
"6455"	3	0	0.05	55	0.884	0.777548209366391
"6456"	3	0	0.05	56	0.868	0.777548209366391
"6457"	3	0	0.05	57	0.878	0.777548209366391
"6458"	3	0	0.05	58	0.846	0.777548209366391
"6459"	3	0	0.05	59	0.876	0.777548209366391
"6460"	3	0	0.05	60	0.904	0.777548209366391
"6461"	3	0	0.05	61	0.904	0.777548209366391
"6462"	3	0	0.05	62	0.864	0.777548209366391
"6463"	3	0	0.05	63	0.852	0.777548209366391
"6464"	3	0	0.05	64	0.874	0.777548209366391
"6465"	3	0	0.05	65	0.876	0.777548209366391
"6466"	3	0	0.05	66	0.86	0.777548209366391
"6467"	3	0	0.05	67	0.854	0.777548209366391
"6468"	3	0	0.05	68	0.876	0.777548209366391
"6469"	3	0	0.05	69	0.882	0.777548209366391
"6470"	3	0	0.05	70	0.886	0.777548209366391
"6471"	3	0	0.05	71	0.852	0.777548209366391
"6472"	3	0	0.05	72	0.868	0.777548209366391
"6473"	3	0	0.05	73	0.888	0.777548209366391
"6474"	3	0	0.05	74	0.904	0.777548209366391
"6475"	3	0	0.05	75	0.892	0.777548209366391
"6476"	3	0	0.05	76	0.888	0.777548209366391
"6477"	3	0	0.05	77	0.886	0.777548209366391
"6478"	3	0	0.05	78	0.872	0.777548209366391
"6479"	3	0	0.05	79	0.88	0.777548209366391
"6480"	3	0	0.05	80	0.886	0.777548209366391
"6481"	3	0	0.05	81	0.874	0.777548209366391
"6482"	3	0	0.05	82	0.88	0.777548209366391
"6483"	3	0	0.05	83	0.868	0.777548209366391
"6484"	3	0	0.05	84	0.872	0.777548209366391
"6485"	3	0	0.05	85	0.908	0.777548209366391
"6486"	3	0	0.05	86	0.884	0.777548209366391
"6487"	3	0	0.05	87	0.888	0.777548209366391
"6488"	3	0	0.05	88	0.894	0.777548209366391
"6489"	3	0	0.05	89	0.88	0.777548209366391
"6490"	3	0	0.05	90	0.874	0.777548209366391
"6491"	3	0	0.05	91	0.882	0.777548209366391
"6492"	3	0	0.05	92	0.864	0.777548209366391
"6493"	3	0	0.05	93	0.886	0.777548209366391
"6494"	3	0	0.05	94	0.854	0.777548209366391
"6495"	3	0	0.05	95	0.876	0.777548209366391
"6496"	3	0	0.05	96	0.87	0.777548209366391
"6497"	3	0	0.05	97	0.87	0.777548209366391
"6498"	3	0	0.05	98	0.904	0.777548209366391
"6499"	3	0	0.05	99	0.854	0.777548209366391
"6500"	3	0	0.05	100	0.87	0.777548209366391
"6501"	3	0	0.1	1	0.888	0.777548209366391
"6502"	3	0	0.1	2	0.89	0.777548209366391
"6503"	3	0	0.1	3	0.878	0.777548209366391
"6504"	3	0	0.1	4	0.872	0.777548209366391
"6505"	3	0	0.1	5	0.896	0.777548209366391
"6506"	3	0	0.1	6	0.87	0.777548209366391
"6507"	3	0	0.1	7	0.88	0.777548209366391
"6508"	3	0	0.1	8	0.894	0.777548209366391
"6509"	3	0	0.1	9	0.888	0.777548209366391
"6510"	3	0	0.1	10	0.874	0.777548209366391
"6511"	3	0	0.1	11	0.856	0.777548209366391
"6512"	3	0	0.1	12	0.886	0.777548209366391
"6513"	3	0	0.1	13	0.864	0.777548209366391
"6514"	3	0	0.1	14	0.854	0.777548209366391
"6515"	3	0	0.1	15	0.874	0.777548209366391
"6516"	3	0	0.1	16	0.868	0.777548209366391
"6517"	3	0	0.1	17	0.86	0.777548209366391
"6518"	3	0	0.1	18	0.86	0.777548209366391
"6519"	3	0	0.1	19	0.862	0.777548209366391
"6520"	3	0	0.1	20	0.87	0.777548209366391
"6521"	3	0	0.1	21	0.868	0.777548209366391
"6522"	3	0	0.1	22	0.866	0.777548209366391
"6523"	3	0	0.1	23	0.84	0.777548209366391
"6524"	3	0	0.1	24	0.882	0.777548209366391
"6525"	3	0	0.1	25	0.876	0.777548209366391
"6526"	3	0	0.1	26	0.882	0.777548209366391
"6527"	3	0	0.1	27	0.87	0.777548209366391
"6528"	3	0	0.1	28	0.86	0.777548209366391
"6529"	3	0	0.1	29	0.87	0.777548209366391
"6530"	3	0	0.1	30	0.864	0.777548209366391
"6531"	3	0	0.1	31	0.858	0.777548209366391
"6532"	3	0	0.1	32	0.87	0.777548209366391
"6533"	3	0	0.1	33	0.898	0.777548209366391
"6534"	3	0	0.1	34	0.864	0.777548209366391
"6535"	3	0	0.1	35	0.878	0.777548209366391
"6536"	3	0	0.1	36	0.842	0.777548209366391
"6537"	3	0	0.1	37	0.858	0.777548209366391
"6538"	3	0	0.1	38	0.84	0.777548209366391
"6539"	3	0	0.1	39	0.87	0.777548209366391
"6540"	3	0	0.1	40	0.862	0.777548209366391
"6541"	3	0	0.1	41	0.852	0.777548209366391
"6542"	3	0	0.1	42	0.888	0.777548209366391
"6543"	3	0	0.1	43	0.856	0.777548209366391
